geoid,geoid20,year,denom_total_pop,severe_collision_count,pedestrian_collision_count,bicycle_collision_count,pedestrian_collision_rate,bicycle_collision_rate,severe_collision_rate
1400000US06037106648,6037106648,2017,4393,10,1,1,22.763487,22.763487,227.63487
1400000US06037106649,6037106649,2017,2588,14,1,0,38.639877,0,540.95825
1400000US06037107010,6037107010,2017,3112,9,2,1,64.267349,32.133675,289.20309
1400000US06037107020,6037107020,2017,5644,14,3,0,53.153793,0,248.05103
1400000US06037108101,6037108101,2017,2461,26,0,0,0,0,1056.4811
1400000US06037108102,6037108102,2017,3605,32,1,0,27.73925,0,887.65601
1400000US06037108103,6037108103,2017,3183,9,1,0,31.416903,0,282.75211
1400000US06037108104,6037108104,2017,1965,1,0,0,0,0,50.890587
1400000US06037108202,6037108202,2017,6797,25,1,0,14.712373,0,367.80933
1400000US06037108203,6037108203,2017,2737,2,1,0,36.536354,0,73.072708
1400000US06037108204,6037108204,2017,2857,18,0,0,0,0,630.03149
1400000US06037109100,6037109100,2017,2851,59,1,3,35.075413,105.22623,2069.4492
1400000US06037109200,6037109200,2017,2519,12,0,0,0,0,476.37952
1400000US06037109300,6037109300,2017,3285,43,5,0,152.207,0,1308.9802
1400000US06037109400,6037109400,2017,3663,44,1,2,27.300028,54.600056,1201.2012
1400000US06037109500,6037109500,2017,4895,45,1,2,20.429008,40.858017,919.30542
1400000US06037109601,6037109601,2017,5152,35,1,1,19.409939,19.409939,679.34784
1400000US06037109603,6037109603,2017,4444,29,1,4,22.502251,90.009003,652.56525
1400000US06037109604,6037109604,2017,2900,24,0,0,0,0,827.58618
1400000US06037109700,6037109700,2017,4701,35,3,0,63.816208,0,744.52246
1400000US06037109800,6037109800,2017,5494,27,2,1,36.403351,18.201675,491.44522
1400000US06037111100,6037111100,2017,3028,29,0,1,0,33.025101,957.72784
1400000US06037111201,6037111201,2017,3436,17,1,1,29.103609,29.103609,494.76135
1400000US06037111202,6037111202,2017,5284,11,0,0,0,0,208.17563
1400000US06037111204,6037111204,2017,6245,47,0,1,0,16.01281,752.60211
1400000US06037111205,6037111205,2017,4084,25,1,4,24.485798,97.943192,612.14496
1400000US06037111206,6037111206,2017,4717,32,0,0,0,0,678.39728
1400000US06037111302,6037111302,2017,5330,14,1,0,18.761726,0,262.66415
1400000US06037111303,6037111303,2017,5640,24,2,0,35.460995,0,425.53192
1400000US06037111304,6037111304,2017,1578,5,1,0,63.371357,0,316.85678
1400000US06037111401,6037111401,2017,3695,24,1,0,27.063599,0,649.52637
1400000US06037111402,6037111402,2017,4269,20,1,1,23.42469,23.42469,468.4938
1400000US06037113101,6037113101,2017,3671,10,0,0,0,0,272.40533
1400000US06037113102,6037113102,2017,3031,21,0,2,0,65.984825,692.84064
1400000US06037113211,6037113211,2017,3740,18,0,1,0,26.737968,481.28342
1400000US06037113212,6037113212,2017,3369,4,0,0,0,0,118.72959
1400000US06037113213,6037113213,2017,4982,27,5,0,100.3613,0,541.95105
1400000US06037113231,6037113231,2017,2328,1,0,0,0,0,42.955326
1400000US06037113232,6037113232,2017,4265,30,3,0,70.339973,0,703.39978
1400000US06037113234,6037113234,2017,4621,13,0,0,0,0,281.3244
1400000US06037113235,6037113235,2017,1840,3,0,0,0,0,163.04347
1400000US06037113237,6037113237,2017,4163,39,3,0,72.063416,0,936.8244
1400000US06037113238,6037113238,2017,5105,5,0,0,0,0,97.943192
1400000US06037113239,6037113239,2017,3124,5,0,0,0,0,160.05122
1400000US06037113301,6037113301,2017,2401,23,1,0,41.649311,0,957.9342
1400000US06037113303,6037113303,2017,4264,85,5,5,117.26079,117.26079,1993.4333
1400000US06037113322,6037113322,2017,4214,40,4,1,94.921692,23.730423,949.21692
1400000US06037113323,6037113323,2017,4356,13,3,0,68.870522,0,298.43893
1400000US06037113324,6037113324,2017,1953,20,0,1,0,51.203278,1024.0656
1400000US06037113423,6037113423,2017,1743,16,1,0,57.372345,0,917.95752
1400000US06037113424,6037113424,2017,4270,44,1,1,23.419203,23.419203,1030.4449
1400000US06037113425,6037113425,2017,1059,1,0,0,0,0,94.428703
1400000US06037113426,6037113426,2017,5821,44,0,4,0,68.716713,755.88385
1400000US06037113427,6037113427,2017,1096,12,0,1,0,91.240875,1094.8905
1400000US06037113428,6037113428,2017,5369,14,0,1,0,18.625443,260.7562
1400000US06037115101,6037115101,2017,5205,28,0,0,0,0,537.94427
1400000US06037115103,6037115103,2017,3491,9,2,0,57.290176,0,257.80579
1400000US06037115104,6037115104,2017,4650,36,1,0,21.505377,0,774.19354
1400000US06037115202,6037115202,2017,5088,54,7,7,137.57861,137.57861,1061.3208
1400000US06037115203,6037115203,2017,3086,22,2,2,64.808815,64.808815,712.89697
1400000US06037115204,6037115204,2017,3953,7,0,0,0,0,177.0807
1400000US06037115301,6037115301,2017,4524,67,6,1,132.62599,22.104332,1480.9902
1400000US06037115302,6037115302,2017,4364,37,6,0,137.48854,0,847.84601
1400000US06037115401,6037115401,2017,6405,33,1,1,15.612803,15.612803,515.22247
1400000US06037115403,6037115403,2017,3706,16,3,0,80.949814,0,431.73233
1400000US06037115404,6037115404,2017,2990,9,0,1,0,33.444817,301.00336
1400000US06037117101,6037117101,2017,5269,6,0,0,0,0,113.8736
1400000US06037117102,6037117102,2017,2841,22,3,1,105.59662,35.198875,774.37524
1400000US06037117201,6037117201,2017,4580,32,0,1,0,21.834061,698.68994
1400000US06037117202,6037117202,2017,2594,73,2,1,77.101006,38.550503,2814.1865
1400000US06037117301,6037117301,2017,4053,8,0,0,0,0,197.38466
1400000US06037117302,6037117302,2017,5363,75,6,3,111.87768,55.938839,1398.4709
1400000US06037117303,6037117303,2017,3706,29,0,2,0,53.966541,782.51483
1400000US06037117404,6037117404,2017,4463,88,9,2,201.65808,44.812904,1971.7678
1400000US06037117405,6037117405,2017,3620,49,12,3,331.4917,82.872925,1353.5912
1400000US06037117407,6037117407,2017,3917,9,4,2,102.11897,51.059483,229.76768
1400000US06037117408,6037117408,2017,3332,8,0,0,0,0,240.09604
1400000US06037117510,6037117510,2017,4171,5,1,0,23.975065,0,119.87533
1400000US06037117520,6037117520,2017,4180,8,5,1,119.61723,23.923445,191.38756
1400000US06037117530,6037117530,2017,6739,19,2,6,29.677994,89.033981,281.94095
1400000US06037119001,6037119001,2017,4195,31,2,0,47.675804,0,738.97498
1400000US06037119003,6037119003,2017,3727,40,2,0,53.662464,0,1073.2493
1400000US06037119004,6037119004,2017,3732,27,3,1,80.385849,26.795284,723.47266
1400000US06037119201,6037119201,2017,4016,20,1,1,24.900398,24.900398,498.00797
1400000US06037119202,6037119202,2017,4493,41,1,2,22.256844,44.513687,912.53058
1400000US06037119310,6037119310,2017,3956,2,0,0,0,0,50.556118
1400000US06037119320,6037119320,2017,4938,6,0,1,0,20.251114,121.50668
1400000US06037119340,6037119340,2017,3976,3,0,0,0,0,75.452713
1400000US06037119341,6037119341,2017,2900,3,1,1,34.482758,34.482758,103.44827
1400000US06037119342,6037119342,2017,3196,13,1,0,31.289112,0,406.75845
1400000US06037119400,6037119400,2017,5252,25,3,1,57.121098,19.040365,476.00912
1400000US06037119700,6037119700,2017,5046,25,6,3,118.90607,59.453033,495.44193
1400000US06037119801,6037119801,2017,3149,27,1,2,31.756113,63.512226,857.41504
1400000US06037119802,6037119802,2017,3239,13,2,2,61.747452,61.747452,401.35843
1400000US06037119900,6037119900,2017,5173,9,2,0,38.662285,0,173.98029
1400000US06037120010,6037120010,2017,2692,44,6,1,222.88261,37.147102,1634.4725
1400000US06037120020,6037120020,2017,3989,25,4,0,100.27576,0,626.72351
1400000US06037120030,6037120030,2017,2643,16,4,2,151.34317,75.671585,605.37268
1400000US06037120103,6037120103,2017,3370,6,1,0,29.67359,0,178.04155
1400000US06037120104,6037120104,2017,2340,13,3,2,128.20512,85.470085,555.55554
1400000US06037120105,6037120105,2017,2857,27,3,3,105.00525,105.00525,945.04724
1400000US06037120106,6037120106,2017,4553,2,2,0,43.927082,0,43.927082
1400000US06037120107,6037120107,2017,3707,6,2,1,53.951984,26.975992,161.85594
1400000US06037120108,6037120108,2017,4800,2,1,1,20.833334,20.833334,41.666668
1400000US06037120300,6037120300,2017,5521,67,4,3,72.450645,54.337982,1213.5482
1400000US06037120400,6037120400,2017,7036,40,3,0,42.637863,0,568.50482
1400000US06037121010,6037121010,2017,4461,39,3,1,67.249496,22.416498,874.24347
1400000US06037121020,6037121020,2017,3656,14,1,0,27.352297,0,382.93216
1400000US06037121101,6037121101,2017,3000,9,1,0,33.333332,0,300
1400000US06037121102,6037121102,2017,2460,36,1,1,40.650406,40.650406,1463.4147
1400000US06037121210,6037121210,2017,3083,20,0,4,0,129.74376,648.71875
1400000US06037121221,6037121221,2017,2415,21,0,0,0,0,869.56525
1400000US06037121222,6037121222,2017,5480,42,3,2,54.744526,36.496349,766.42334
1400000US06037121600,6037121600,2017,2423,41,2,2,82.542305,82.542305,1692.1172
1400000US06037121801,6037121801,2017,2907,7,0,1,0,34.399723,240.79808
1400000US06037121802,6037121802,2017,3498,18,2,1,57.175529,28.587765,514.57977
1400000US06037121900,6037121900,2017,3624,32,3,2,82.781456,55.187637,883.0022
1400000US06037122000,6037122000,2017,6183,49,2,2,32.346756,32.346756,792.49554
1400000US06037122120,6037122120,2017,4703,5,1,0,21.263023,0,106.31512
1400000US06037122121,6037122121,2017,2777,14,2,1,72.020164,36.010082,504.14117
1400000US06037122122,6037122122,2017,2610,26,2,1,76.628349,38.314175,996.16858
1400000US06037122200,6037122200,2017,3957,29,3,0,75.81501,0,732.87842
1400000US06037122410,6037122410,2017,3571,17,2,0,56.006721,0,476.05713
1400000US06037122420,6037122420,2017,4370,37,8,1,183.06636,22.883295,846.68195
1400000US06037123010,6037123010,2017,4247,18,2,0,47.092064,0,423.82858
1400000US06037123020,6037123020,2017,3521,9,3,2,85.203064,56.802044,255.60921
1400000US06037123103,6037123103,2017,4024,23,2,2,49.70179,49.70179,571.57056
1400000US06037123104,6037123104,2017,4748,23,6,2,126.369,42.122997,484.41449
1400000US06037123203,6037123203,2017,3834,28,3,2,78.247261,52.164841,730.3078
1400000US06037123204,6037123204,2017,3262,22,3,0,91.968117,0,674.43286
1400000US06037123205,6037123205,2017,2547,19,4,1,157.0475,39.261875,745.97565
1400000US06037123206,6037123206,2017,2798,19,1,1,35.739815,35.739815,679.05646
1400000US06037123301,6037123301,2017,4221,20,3,0,71.073204,0,473.82138
1400000US06037123303,6037123303,2017,2978,39,1,0,33.579582,0,1309.6038
1400000US06037123304,6037123304,2017,4341,79,3,3,69.108498,69.108498,1819.8572
1400000US06037123410,6037123410,2017,4294,22,2,2,46.576618,46.576618,512.34277
1400000US06037123420,6037123420,2017,4505,12,0,1,0,22.197557,266.3707
1400000US06037123510,6037123510,2017,4876,41,4,4,82.034454,82.034454,840.85315
1400000US06037123520,6037123520,2017,2693,15,1,0,37.133308,0,556.99963
1400000US06037123601,6037123601,2017,4986,58,5,1,100.28078,20.056158,1163.2571
1400000US06037123602,6037123602,2017,3471,29,2,1,57.620281,28.810141,835.49408
1400000US06037123700,6037123700,2017,4199,49,5,0,119.07597,0,1166.9445
1400000US06037123800,6037123800,2017,5836,73,1,2,17.135023,34.270046,1250.8568
1400000US06037123901,6037123901,2017,4248,57,5,5,117.70245,117.70245,1341.8079
1400000US06037123902,6037123902,2017,2638,40,2,0,75.81501,0,1516.3002
1400000US06037124000,6037124000,2017,5151,11,2,0,38.827412,0,213.55077
1400000US06037124102,6037124102,2017,3873,25,5,3,129.09889,77.459335,645.49445
1400000US06037124103,6037124103,2017,2090,6,1,0,47.846889,0,287.08133
1400000US06037124104,6037124104,2017,2633,26,2,5,75.958984,189.89746,987.4668
1400000US06037124105,6037124105,2017,2645,2,1,0,37.807182,0,75.614365
1400000US06037124201,6037124201,2017,3056,12,1,0,32.722511,0,392.67017
1400000US06037124203,6037124203,2017,2705,6,1,0,36.968578,0,221.81146
1400000US06037124204,6037124204,2017,2592,6,3,0,115.74074,0,231.48148
1400000US06037124300,6037124300,2017,3483,16,1,0,28.710882,0,459.37411
1400000US06037124400,6037124400,2017,4581,21,1,1,21.829294,21.829294,458.41519
1400000US06037124500,6037124500,2017,2942,33,3,1,101.97145,33.990482,1121.6859
1400000US06037124600,6037124600,2017,3148,39,3,1,95.298599,31.766201,1238.8818
1400000US06037124700,6037124700,2017,5453,82,4,4,73.354118,73.354118,1503.7594
1400000US06037124902,6037124902,2017,2836,13,0,2,0,70.521858,458.39209
1400000US06037124903,6037124903,2017,3545,2,0,0,0,0,56.417488
1400000US06037125101,6037125101,2017,3114,34,2,3,64.226074,96.339111,1091.8433
1400000US06037125102,6037125102,2017,3111,22,3,1,96.432014,32.144005,707.16809
1400000US06037125200,6037125200,2017,3539,82,5,0,141.28285,0,2317.0388
1400000US06037125310,6037125310,2017,5215,31,4,6,76.70182,115.05273,594.43915
1400000US06037125321,6037125321,2017,2227,1,0,0,0,0,44.903458
1400000US06037125322,6037125322,2017,3205,17,5,3,156.00624,93.603745,530.4212
1400000US06037125402,6037125402,2017,4291,35,0,2,0,46.60918,815.66071
1400000US06037125403,6037125403,2017,1871,16,2,1,106.89471,53.447353,855.15765
1400000US06037125404,6037125404,2017,2551,28,2,4,78.400627,156.80125,1097.6088
1400000US06037125501,6037125501,2017,3282,8,1,2,30.469227,60.938454,243.75381
1400000US06037125502,6037125502,2017,3371,22,1,2,29.664787,59.329575,652.62531
1400000US06037125600,6037125600,2017,2571,50,1,1,38.89537,38.89537,1944.7686
1400000US06037127102,6037127102,2017,5717,29,2,2,34.983383,34.983383,507.25906
1400000US06037127103,6037127103,2017,3217,15,1,1,31.084862,31.084862,466.27292
1400000US06037127104,6037127104,2017,3584,4,0,0,0,0,111.60714
1400000US06037127210,6037127210,2017,5945,32,2,3,33.641716,50.462574,538.26746
1400000US06037127220,6037127220,2017,4684,23,2,2,42.698547,42.698547,491.03329
1400000US06037127300,6037127300,2017,4625,15,0,2,0,43.243244,324.32431
1400000US06037127400,6037127400,2017,6685,97,6,5,89.753181,74.794319,1451.0098
1400000US06037127520,6037127520,2017,4455,28,1,2,22.44669,44.893379,628.50732
1400000US06037127603,6037127603,2017,3023,11,0,1,0,33.079723,363.87695
1400000US06037127604,6037127604,2017,3178,36,2,5,62.932663,157.33165,1132.788
1400000US06037127605,6037127605,2017,4465,22,1,0,22.396416,0,492.72116
1400000US06037127606,6037127606,2017,3466,42,2,1,57.703403,28.851702,1211.7715
1400000US06037127711,6037127711,2017,3563,22,2,0,56.132473,0,617.45721
1400000US06037127712,6037127712,2017,3074,25,1,0,32.530903,0,813.27258
1400000US06037127803,6037127803,2017,4301,26,2,1,46.500813,23.250406,604.51056
1400000US06037127804,6037127804,2017,4368,28,4,1,91.575089,22.893772,641.02563
1400000US06037127805,6037127805,2017,3875,41,5,2,129.03226,51.612904,1058.0646
1400000US06037127806,6037127806,2017,3047,16,3,1,98.457497,32.819168,525.10669
1400000US06037127910,6037127910,2017,5218,43,6,3,114.98659,57.493294,824.0705
1400000US06037127920,6037127920,2017,4527,19,3,1,66.269051,22.089684,419.70401
1400000US06037128101,6037128101,2017,3600,27,3,0,83.333336,0,750
1400000US06037128102,6037128102,2017,5012,47,6,3,119.71269,59.856346,937.74939
1400000US06037128210,6037128210,2017,5209,40,7,7,134.3828,134.3828,767.90173
1400000US06037128220,6037128220,2017,3123,27,2,1,64.040985,32.020493,864.55328
1400000US06037128302,6037128302,2017,4718,42,2,0,42.390842,0,890.2077
1400000US06037128303,6037128303,2017,3780,13,1,2,26.455027,52.910053,343.91534
1400000US06037128400,6037128400,2017,4066,40,1,5,24.594196,122.97098,983.76782
1400000US06037128500,6037128500,2017,4541,22,3,4,66.064743,88.086327,484.47479
1400000US06037128601,6037128601,2017,4490,34,3,2,66.815147,44.54343,757.23828
1400000US06037128602,6037128602,2017,3708,14,1,1,26.968716,26.968716,377.56204
1400000US06037128703,6037128703,2017,2858,51,3,0,104.96851,0,1784.4646
1400000US06037128704,6037128704,2017,2875,53,0,0,0,0,1843.4783
1400000US06037128801,6037128801,2017,3246,22,0,2,0,61.614296,677.75726
1400000US06037128802,6037128802,2017,4974,26,1,0,20.104544,0,522.71814
1400000US06037128910,6037128910,2017,4293,122,2,1,46.587467,23.293734,2841.8354
1400000US06037131021,6037131021,2017,3351,14,1,1,29.841839,29.841839,417.78574
1400000US06037131022,6037131022,2017,3004,2,0,0,0,0,66.577896
1400000US06037131023,6037131023,2017,2550,6,1,1,39.215687,39.215687,235.29411
1400000US06037131024,6037131024,2017,3706,11,0,0,0,0,296.81598
1400000US06037131100,6037131100,2017,3226,19,0,1,0,30.99814,588.96466
1400000US06037131200,6037131200,2017,3256,13,1,0,30.71253,0,399.26291
1400000US06037131300,6037131300,2017,5425,21,0,0,0,0,387.09677
1400000US06037131400,6037131400,2017,6244,30,4,0,64.061501,0,480.46124
1400000US06037131600,6037131600,2017,4913,40,2,1,40.708324,20.354162,814.1665
1400000US06037131701,6037131701,2017,4764,10,0,1,0,20.990765,209.90764
1400000US06037131702,6037131702,2017,3820,35,0,3,0,78.534035,916.23035
1400000US06037131801,6037131801,2017,3051,44,2,3,65.552277,98.328415,1442.1501
1400000US06037131802,6037131802,2017,3065,22,1,0,32.626427,0,717.78143
1400000US06037131900,6037131900,2017,4760,33,5,0,105.04202,0,693.27728
1400000US06037132001,6037132001,2017,3386,15,1,0,29.533373,0,443.00058
1400000US06037132002,6037132002,2017,3413,35,5,2,146.49869,58.599472,1025.4907
1400000US06037132101,6037132101,2017,4763,18,0,1,0,20.995171,377.91309
1400000US06037132102,6037132102,2017,5655,40,1,2,17.683466,35.366932,707.33862
1400000US06037132301,6037132301,2017,3741,41,2,1,53.461639,26.73082,1095.9636
1400000US06037132302,6037132302,2017,3840,14,1,2,26.041666,52.083332,364.58334
1400000US06037132501,6037132501,2017,4448,18,3,2,67.446045,44.964027,404.67627
1400000US06037132502,6037132502,2017,4030,28,2,2,49.627792,49.627792,694.78906
1400000US06037132700,6037132700,2017,5313,49,4,1,75.287033,18.821758,922.26611
1400000US06037132900,6037132900,2017,3705,27,7,2,188.93387,53.981106,728.74493
1400000US06037133000,6037133000,2017,4460,21,3,1,67.264572,22.421524,470.85202
1400000US06037133101,6037133101,2017,2487,19,1,1,40.209087,40.209087,763.97266
1400000US06037133102,6037133102,2017,3209,22,1,2,31.162355,62.324711,685.57184
1400000US06037134001,6037134001,2017,3780,16,2,0,52.910053,0,423.28043
1400000US06037134002,6037134002,2017,4075,39,1,5,24.539877,122.69939,957.05524
1400000US06037134101,6037134101,2017,5276,30,4,1,75.81501,18.953753,568.61261
1400000US06037134103,6037134103,2017,4445,13,3,1,67.491562,22.497189,292.46344
1400000US06037134104,6037134104,2017,4333,5,0,0,0,0,115.39349
1400000US06037134201,6037134201,2017,4643,35,3,0,64.613396,0,753.82294
1400000US06037134302,6037134302,2017,3725,12,1,1,26.845638,26.845638,322.14764
1400000US06037134303,6037134303,2017,6193,68,7,3,113.03084,48.441788,1098.0139
1400000US06037134304,6037134304,2017,2891,27,4,0,138.36043,0,933.93292
1400000US06037134305,6037134305,2017,4534,13,3,1,66.16674,22.05558,286.72253
1400000US06037134306,6037134306,2017,3981,4,0,0,0,0,100.47726
1400000US06037134421,6037134421,2017,3943,6,0,0,0,0,152.1684
1400000US06037134422,6037134422,2017,4774,21,1,1,20.946795,20.946795,439.88269
1400000US06037134423,6037134423,2017,3525,8,0,0,0,0,226.95035
1400000US06037134424,6037134424,2017,2778,1,0,0,0,0,35.99712
1400000US06037134520,6037134520,2017,5934,30,4,4,67.408157,67.408157,505.56119
1400000US06037134521,6037134521,2017,3545,21,2,0,56.417488,0,592.38367
1400000US06037134522,6037134522,2017,3935,14,1,2,25.41296,50.82592,355.78146
1400000US06037134710,6037134710,2017,5862,9,2,0,34.11805,0,153.53122
1400000US06037134720,6037134720,2017,4645,32,3,0,64.585579,0,688.91278
1400000US06037134801,6037134801,2017,3164,37,1,3,31.605562,94.816689,1169.4058
1400000US06037134802,6037134802,2017,3253,30,3,4,92.222565,122.96342,922.22565
1400000US06037134901,6037134901,2017,2844,19,0,1,0,35.161743,668.07312
1400000US06037134904,6037134904,2017,4456,33,6,2,134.64992,44.883305,740.57452
1400000US06037134905,6037134905,2017,3926,39,1,2,25.471218,50.942436,993.3775
1400000US06037134906,6037134906,2017,1927,3,0,0,0,0,155.6824
1400000US06037134907,6037134907,2017,4316,12,2,1,46.339203,23.169601,278.03522
1400000US06037135102,6037135102,2017,3961,36,3,0,75.738449,0,908.86139
1400000US06037135111,6037135111,2017,3254,26,2,2,61.462814,61.462814,799.0166
1400000US06037135113,6037135113,2017,3088,33,3,2,97.150261,64.766838,1068.6528
1400000US06037135115,6037135115,2017,1256,22,1,1,79.617836,79.617836,1751.5924
1400000US06037135116,6037135116,2017,3528,11,0,0,0,0,311.79138
1400000US06037135201,6037135201,2017,2839,7,0,0,0,0,246.56569
1400000US06037135202,6037135202,2017,4624,20,0,1,0,21.626297,432.52594
1400000US06037135204,6037135204,2017,3111,16,1,1,32.144005,32.144005,514.30408
1400000US06037135205,6037135205,2017,4428,3,0,0,0,0,67.750679
1400000US06037137000,6037137000,2017,4948,28,1,1,20.210186,20.210186,565.88519
1400000US06037137103,6037137103,2017,5218,32,2,0,38.328861,0,613.26178
1400000US06037137104,6037137104,2017,2950,76,0,0,0,0,2576.2712
1400000US06037137202,6037137202,2017,2713,43,3,1,110.5787,36.859566,1584.9613
1400000US06037137203,6037137203,2017,3505,39,1,2,28.53067,57.06134,1112.6962
1400000US06037137301,6037137301,2017,2344,15,0,2,0,85.324234,639.93176
1400000US06037137302,6037137302,2017,4493,3,0,0,0,0,66.770531
1400000US06037137401,6037137401,2017,4345,38,3,2,69.044876,46.029919,874.56848
1400000US06037137402,6037137402,2017,4977,13,0,1,0,20.092424,261.20154
1400000US06037137501,6037137501,2017,4397,49,2,1,45.485558,22.742779,1114.3962
1400000US06037137502,6037137502,2017,4627,52,8,0,172.89821,0,1123.8384
1400000US06037137504,6037137504,2017,1960,3,1,0,51.020409,0,153.06122
1400000US06037138000,6037138000,2017,4501,23,4,0,88.869141,0,510.99756
1400000US06037139001,6037139001,2017,5389,54,2,2,37.112637,37.112637,1002.0412
1400000US06037139200,6037139200,2017,5869,35,2,0,34.077354,0,596.3537
1400000US06037139301,6037139301,2017,4603,75,4,1,86.899849,21.724962,1629.3722
1400000US06037139302,6037139302,2017,5389,7,1,0,18.556318,0,129.89423
1400000US06037139303,6037139303,2017,4424,35,2,2,45.207958,45.207958,791.13922
1400000US06037139401,6037139401,2017,2871,66,11,0,383.14175,0,2298.8506
1400000US06037139402,6037139402,2017,2899,50,0,1,0,34.494652,1724.7327
1400000US06037139502,6037139502,2017,3021,20,1,0,33.101624,0,662.03241
1400000US06037139504,6037139504,2017,4079,4,1,0,24.515812,0,98.063248
1400000US06037139505,6037139505,2017,2865,4,0,0,0,0,139.61606
1400000US06037139506,6037139506,2017,3091,7,0,1,0,32.35199,226.46393
1400000US06037139600,6037139600,2017,5019,57,4,5,79.697151,99.621437,1135.6844
1400000US06037139701,6037139701,2017,5520,59,4,1,72.463768,18.115942,1068.8406
1400000US06037139703,6037139703,2017,3016,2,0,0,0,0,66.312996
1400000US06037139704,6037139704,2017,4045,3,0,0,0,0,74.165634
1400000US06037139705,6037139705,2017,1938,8,1,0,51.599586,0,412.79669
1400000US06037139801,6037139801,2017,3227,4,0,0,0,0,123.95414
1400000US06037139802,6037139802,2017,4115,5,0,0,0,0,121.50668
1400000US06037141101,6037141101,2017,4857,22,3,1,61.766521,20.58884,452.9545
1400000US06037141102,6037141102,2017,2986,21,1,1,33.489616,33.489616,703.28198
1400000US06037141201,6037141201,2017,4355,28,2,0,45.924225,0,642.93915
1400000US06037141202,6037141202,2017,2816,24,1,3,35.511364,106.53409,852.27271
1400000US06037141303,6037141303,2017,3309,11,0,0,0,0,332.42673
1400000US06037141304,6037141304,2017,2952,15,2,1,67.750679,33.87534,508.1301
1400000US06037141305,6037141305,2017,3240,26,0,1,0,30.864197,802.46912
1400000US06037141306,6037141306,2017,2783,51,4,1,143.72978,35.932446,1832.5548
1400000US06037141400,6037141400,2017,4818,64,2,1,41.511002,20.755501,1328.3521
1400000US06037141500,6037141500,2017,2894,36,1,0,34.554249,0,1243.953
1400000US06037141600,6037141600,2017,4329,74,0,0,0,0,1709.4017
1400000US06037141700,6037141700,2017,2998,7,0,0,0,0,233.489
1400000US06037143101,6037143101,2017,3364,13,2,0,59.453033,0,386.4447
1400000US06037143102,6037143102,2017,961,24,3,0,312.1748,0,2497.3984
1400000US06037143200,6037143200,2017,4295,59,1,0,23.282887,0,1373.6903
1400000US06037143301,6037143301,2017,2398,42,1,1,41.701416,41.701416,1751.4596
1400000US06037143302,6037143302,2017,4291,20,1,0,23.30459,0,466.09183
1400000US06037143401,6037143401,2017,4066,25,3,2,73.782585,49.188393,614.85492
1400000US06037143402,6037143402,2017,2376,30,0,0,0,0,1262.6262
1400000US06037143500,6037143500,2017,4977,26,3,1,60.277275,20.092424,522.40308
1400000US06037143602,6037143602,2017,4503,17,2,0,44.414833,0,377.52609
1400000US06037143603,6037143603,2017,2361,17,1,2,42.354935,84.709869,720.03387
1400000US06037143605,6037143605,2017,1977,16,0,0,0,0,809.30701
1400000US06037143606,6037143606,2017,1395,5,1,0,71.684586,0,358.42294
1400000US06037143700,6037143700,2017,3827,102,3,0,78.390381,0,2665.2729
1400000US06037143801,6037143801,2017,3066,21,5,0,163.07893,0,684.93152
1400000US06037143802,6037143802,2017,2495,29,2,2,80.160324,80.160324,1162.3247
1400000US06037143901,6037143901,2017,4145,40,8,2,193.00362,48.250904,965.01807
1400000US06037143902,6037143902,2017,2931,20,6,0,204.7083,0,682.36096
1400000US06037181000,6037181000,2017,6276,69,2,2,31.867432,31.867432,1099.4264
1400000US06037181300,6037181300,2017,4066,17,1,2,24.594196,49.188393,418.10132
1400000US06037181400,6037181400,2017,4511,25,3,3,66.504105,66.504105,554.20087
1400000US06037181500,6037181500,2017,3913,15,3,1,76.667519,25.55584,383.33759
1400000US06037181600,6037181600,2017,4691,7,1,0,21.317417,0,149.22191
1400000US06037183101,6037183101,2017,3806,27,3,3,78.822914,78.822914,709.40619
1400000US06037183103,6037183103,2017,4520,21,1,2,22.123894,44.247787,464.60178
1400000US06037183104,6037183104,2017,2222,1,0,0,0,0,45.004501
1400000US06037183220,6037183220,2017,3996,5,1,1,25.025024,25.025024,125.12512
1400000US06037183222,6037183222,2017,3549,3,1,0,28.17695,0,84.530853
1400000US06037183300,6037183300,2017,3299,10,2,2,60.624432,60.624432,303.12216
1400000US06037183401,6037183401,2017,2366,4,1,1,42.265427,42.265427,169.06171
1400000US06037183402,6037183402,2017,3192,16,4,2,125.31329,62.656643,501.25314
1400000US06037183510,6037183510,2017,2804,3,0,1,0,35.663338,106.99001
1400000US06037183520,6037183520,2017,3890,4,1,1,25.706942,25.706942,102.82777
1400000US06037183610,6037183610,2017,3348,6,1,1,29.868578,29.868578,179.21147
1400000US06037183620,6037183620,2017,3178,11,3,1,94.398994,31.466331,346.12964
1400000US06037183701,6037183701,2017,3807,27,3,1,78.802208,26.267403,709.21985
1400000US06037183702,6037183702,2017,2911,5,0,0,0,0,171.76228
1400000US06037183810,6037183810,2017,4373,29,9,1,205.80836,22.867596,663.16028
1400000US06037183820,6037183820,2017,3902,20,1,0,25.627884,0,512.55768
1400000US06037185101,6037185101,2017,2266,14,1,0,44.130627,0,617.8288
1400000US06037185102,6037185102,2017,4068,3,0,0,0,0,73.746315
1400000US06037185202,6037185202,2017,4088,4,0,0,0,0,97.847359
1400000US06037185203,6037185203,2017,3591,23,3,0,83.542191,0,640.49011
