geoid,geoid20,year,denom_total_pop,severe_collision_count,pedestrian_collision_count,bicycle_collision_count,pedestrian_collision_rate,bicycle_collision_rate,severe_collision_rate
1400000US06037482600,6037482600,2019,6260,11,1,0,15.974441,0,175.71886
1400000US06037482701,6037482701,2019,4323,29,4,0,92.528336,0,670.83044
1400000US06037482702,6037482702,2019,2373,3,0,0,0,0,126.42225
1400000US06037482801,6037482801,2019,4522,43,2,0,44.228218,0,950.90668
1400000US06037500100,6037500100,2019,5127,11,0,3,0,58.513752,214.55042
1400000US06037500202,6037500202,2019,4988,34,1,0,20.048115,0,681.63593
1400000US06037500203,6037500203,2019,1877,5,1,0,53.276505,0,266.38254
1400000US06037500204,6037500204,2019,5351,1,0,0,0,0,18.688095
1400000US06037500300,6037500300,2019,3023,67,1,0,33.079723,0,2216.3413
1400000US06037500402,6037500402,2019,4844,24,2,1,41.288193,20.644096,495.45831
1400000US06037500403,6037500403,2019,3709,30,1,0,26.961445,0,808.84338
1400000US06037500500,6037500500,2019,2377,2,0,0,0,0,84.139671
1400000US06037500600,6037500600,2019,4912,25,2,5,40.716614,101.79153,508.95764
1400000US06037500700,6037500700,2019,7149,18,4,1,55.951881,13.98797,251.78346
1400000US06037500800,6037500800,2019,5451,12,0,0,0,0,220.1431
1400000US06037500900,6037500900,2019,6954,5,1,0,14.380213,0,71.901062
1400000US06037501001,6037501001,2019,2455,24,0,1,0,40.733196,977.59674
1400000US06037501002,6037501002,2019,5009,16,2,1,39.928131,19.964066,319.42505
1400000US06037501200,6037501200,2019,4825,52,4,0,82.901558,0,1077.7202
1400000US06037501301,6037501301,2019,3080,25,2,1,64.935066,32.467533,811.68829
1400000US06037501302,6037501302,2019,4074,16,0,0,0,0,392.73441
1400000US06037501400,6037501400,2019,3644,24,4,2,109.76949,54.884743,658.61688
1400000US06037501501,6037501501,2019,2289,4,0,0,0,0,174.74879
1400000US06037501503,6037501503,2019,5280,13,1,0,18.939394,0,246.21213
1400000US06037501504,6037501504,2019,3369,26,3,2,89.047195,59.364796,771.74237
1400000US06037501600,6037501600,2019,8517,8,1,0,11.741223,0,93.929787
1400000US06037501700,6037501700,2019,3425,9,0,0,0,0,262.77371
1400000US06037501802,6037501802,2019,3311,20,1,1,30.202356,30.202356,604.04712
1400000US06037501803,6037501803,2019,4424,19,5,0,113.01989,0,429.47559
1400000US06037501804,6037501804,2019,2175,16,3,1,137.93103,45.977013,735.6322
1400000US06037501900,6037501900,2019,4216,13,0,0,0,0,308.34915
1400000US06037502003,6037502003,2019,2633,11,1,0,37.979492,0,417.77441
1400000US06037502004,6037502004,2019,4251,20,2,1,47.047752,23.523876,470.47754
1400000US06037502005,6037502005,2019,4867,10,2,1,41.093075,20.546537,205.46538
1400000US06037502100,6037502100,2019,5063,18,2,1,39.50227,19.751135,355.52045
1400000US06037502200,6037502200,2019,6839,64,3,0,43.866062,0,935.80933
1400000US06037502303,6037502303,2019,8692,111,4,5,46.019329,57.524158,1277.0364
1400000US06037502401,6037502401,2019,4957,4,1,0,20.173492,0,80.69397
1400000US06037502402,6037502402,2019,3946,3,0,1,0,25.342119,76.02636
1400000US06037502500,6037502500,2019,4274,33,2,0,46.794571,0,772.11041
1400000US06037502602,6037502602,2019,4477,26,3,0,67.009155,0,580.74603
1400000US06037502603,6037502603,2019,3531,7,1,0,28.320589,0,198.24413
1400000US06037502604,6037502604,2019,3408,7,1,1,29.342724,29.342724,205.39906
1400000US06037502700,6037502700,2019,6882,140,6,1,87.18396,14.53066,2034.2924
1400000US06037502801,6037502801,2019,6490,110,1,3,15.40832,46.22496,1694.9153
1400000US06037502901,6037502901,2019,5816,7,2,1,34.387894,17.193947,120.35764
1400000US06037503000,6037503000,2019,5606,53,2,2,35.67606,35.67606,945.41565
1400000US06037503103,6037503103,2019,5204,5,1,0,19.215988,0,96.079941
1400000US06037503104,6037503104,2019,2542,10,3,1,118.01731,39.339104,393.39102
1400000US06037503105,6037503105,2019,4228,18,1,0,23.651844,0,425.73322
1400000US06037503106,6037503106,2019,4091,9,1,0,24.443901,0,219.99512
1400000US06037503201,6037503201,2019,4144,14,2,0,48.262547,0,337.83783
1400000US06037503202,6037503202,2019,5028,22,3,0,59.665871,0,437.54971
1400000US06037503301,6037503301,2019,3374,25,0,2,0,59.276821,740.96027
1400000US06037503302,6037503302,2019,6784,38,2,2,29.481133,29.481133,560.14148
1400000US06037503401,6037503401,2019,6565,12,0,1,0,15.232292,182.78751
1400000US06037503402,6037503402,2019,4185,12,0,2,0,47.789726,286.73834
1400000US06037503501,6037503501,2019,6423,25,3,0,46.707146,0,389.22623
1400000US06037503502,6037503502,2019,4576,14,0,0,0,0,305.94406
1400000US06037503601,6037503601,2019,4140,35,2,1,48.309177,24.154589,845.41064
1400000US06037503602,6037503602,2019,4212,12,0,0,0,0,284.9003
1400000US06037503701,6037503701,2019,4840,11,2,1,41.322315,20.661158,227.27272
1400000US06037503702,6037503702,2019,5332,12,0,1,0,18.754688,225.05626
1400000US06037503704,6037503704,2019,4345,8,4,0,92.059837,0,184.11967
1400000US06037503705,6037503705,2019,3417,8,2,0,58.530876,0,234.1235
1400000US06037503801,6037503801,2019,3840,17,0,2,0,52.083332,442.70834
1400000US06037503802,6037503802,2019,4900,7,1,0,20.408163,0,142.85715
1400000US06037503901,6037503901,2019,2939,7,2,1,68.050354,34.025177,238.17625
1400000US06037503902,6037503902,2019,4938,52,1,2,20.251114,40.502228,1053.0579
1400000US06037504001,6037504001,2019,5860,11,3,0,51.194538,0,187.71332
1400000US06037504002,6037504002,2019,5461,3,0,0,0,0,54.934994
1400000US06037504101,6037504101,2019,4826,11,2,1,41.442188,20.721094,227.93204
1400000US06037504200,6037504200,2019,7606,91,4,3,52.590061,39.442547,1196.4238
1400000US06037530005,6037530005,2019,3971,26,0,0,0,0,654.74689
1400000US06037530006,6037530006,2019,4430,6,1,0,22.573364,0,135.44019
1400000US06037530007,6037530007,2019,6546,26,0,2,0,30.553009,397.18912
1400000US06037530101,6037530101,2019,5283,16,0,0,0,0,302.85822
1400000US06037530102,6037530102,2019,4862,38,2,2,41.135334,41.135334,781.57135
1400000US06037530202,6037530202,2019,4340,44,2,3,46.082951,69.12442,1013.8249
1400000US06037530203,6037530203,2019,2728,31,3,0,109.97067,0,1136.3636
1400000US06037530204,6037530204,2019,3904,21,0,0,0,0,537.90985
1400000US06037530301,6037530301,2019,2211,18,5,1,226.14201,45.228405,814.11127
1400000US06037530302,6037530302,2019,6849,13,1,0,14.600672,0,189.80873
1400000US06037530400,6037530400,2019,3744,46,4,1,106.83761,26.709402,1228.6324
1400000US06037530500,6037530500,2019,3719,31,3,1,80.666847,26.888948,833.55743
1400000US06037530603,6037530603,2019,4695,16,1,0,21.299255,0,340.78809
1400000US06037530700,6037530700,2019,2157,24,3,1,139.08206,46.360687,1112.6565
1400000US06037530801,6037530801,2019,5407,13,3,1,55.483631,18.494545,240.42908
1400000US06037530802,6037530802,2019,3162,14,2,0,63.251106,0,442.75775
1400000US06037530901,6037530901,2019,3684,12,2,1,54.288818,27.144409,325.73291
1400000US06037530902,6037530902,2019,3840,5,1,0,26.041666,0,130.20833
1400000US06037531000,6037531000,2019,5132,41,3,3,58.456741,58.456741,798.90881
1400000US06037531101,6037531101,2019,4849,34,6,5,123.73685,103.11404,701.17548
1400000US06037531102,6037531102,2019,3209,18,4,1,124.64942,31.162355,560.92242
1400000US06037531201,6037531201,2019,5528,12,0,0,0,0,217.07671
1400000US06037531202,6037531202,2019,4431,9,4,0,90.273079,0,203.11443
1400000US06037531301,6037531301,2019,4824,40,7,4,145.10779,82.918739,829.18738
1400000US06037531302,6037531302,2019,6213,46,7,5,112.66699,80.476418,740.38306
1400000US06037531502,6037531502,2019,3397,60,4,2,117.75095,58.875477,1766.2644
1400000US06037531503,6037531503,2019,2752,48,3,1,109.01163,36.337208,1744.186
1400000US06037531504,6037531504,2019,4250,8,0,1,0,23.529411,188.23529
1400000US06037531602,6037531602,2019,4432,19,4,1,90.252708,22.563177,428.70035
1400000US06037531603,6037531603,2019,3409,5,1,0,29.334116,0,146.67058
1400000US06037531604,6037531604,2019,3775,4,1,0,26.490067,0,105.96027
1400000US06037531701,6037531701,2019,5375,18,3,1,55.813953,18.60465,334.88373
1400000US06037531702,6037531702,2019,5163,41,9,2,174.31726,38.737167,794.11194
1400000US06037531800,6037531800,2019,4960,10,1,2,20.161291,40.322582,201.6129
1400000US06037531901,6037531901,2019,6208,22,1,3,16.108248,48.324741,354.38144
1400000US06037531902,6037531902,2019,4761,18,0,2,0,42.00798,378.07184
1400000US06037532001,6037532001,2019,3036,15,1,3,32.938076,98.814232,494.07114
1400000US06037532002,6037532002,2019,3360,15,4,0,119.04762,0,446.42856
1400000US06037532101,6037532101,2019,6744,37,3,7,44.483986,103.79597,548.6358
1400000US06037532102,6037532102,2019,3936,34,0,4,0,101.62601,863.82117
1400000US06037532200,6037532200,2019,7363,31,4,2,54.325684,27.162842,421.02405
1400000US06037532302,6037532302,2019,0,91,3,0,61.690315,0,1871.2728
1400000US06037532303,6037532303,2019,4599,103,5,3,108.71928,65.231575,2239.6172
1400000US06037532304,6037532304,2019,0,112,1,2,18.102823,36.205647,2027.5162
1400000US06037532500,6037532500,2019,0,22,2,4,47.687172,95.374344,524.5589
1400000US06037532605,6037532605,2019,3301,27,5,9,151.46925,272.64465,817.93396
1400000US06037532606,6037532606,2019,4405,4,0,1,0,22.701475,90.805901
1400000US06037532607,6037532607,2019,0,36,5,2,72.822601,29.129042,524.32275
1400000US06037532700,6037532700,2019,2579,27,0,4,0,155.09888,1046.9174
1400000US06037532800,6037532800,2019,4590,58,9,9,196.07843,196.07843,1263.6166
1400000US06037532900,6037532900,2019,7058,47,11,2,155.85152,28.336639,665.91101
1400000US06037533001,6037533001,2019,4709,22,3,1,63.707794,21.235931,467.19049
1400000US06037533002,6037533002,2019,1603,11,2,1,124.76606,62.38303,686.21338
1400000US06037533103,6037533103,2019,4385,8,3,1,68.415054,22.805017,182.44014
1400000US06037533104,6037533104,2019,4415,10,4,1,90.600227,22.650057,226.50056
1400000US06037533105,6037533105,2019,2510,1,0,0,0,0,39.840637
1400000US06037533108,6037533108,2019,5158,23,3,3,58.162079,58.162079,445.90927
1400000US06037533201,6037533201,2019,2788,1,0,0,0,0,35.868004
1400000US06037533204,6037533204,2019,5037,14,2,1,39.706173,19.853086,277.94321
1400000US06037533300,6037533300,2019,0,12,1,1,29.886431,29.886431,358.63718
1400000US06037533401,6037533401,2019,0,1,0,0,0,0,19.627085
1400000US06037533402,6037533402,2019,4240,4,1,0,23.584906,0,94.339622
1400000US06037533403,6037533403,2019,2829,6,2,1,70.696358,35.348179,212.08908
1400000US06037533501,6037533501,2019,0,5,0,0,0,0,163.88069
1400000US06037533504,6037533504,2019,4284,5,1,1,23.34267,23.34267,116.71335
1400000US06037533601,6037533601,2019,4781,10,2,1,41.832253,20.916126,209.16127
1400000US06037533602,6037533602,2019,5546,28,5,3,90.155067,54.09304,504.86838
1400000US06037533603,6037533603,2019,6988,32,5,1,71.551231,14.310246,457.92789
1400000US06037533701,6037533701,2019,0,11,1,0,33.355572,0,366.91129
1400000US06037533702,6037533702,2019,3482,4,0,0,0,0,114.87651
1400000US06037533703,6037533703,2019,0,2,0,0,0,0,58.139534
1400000US06037533803,6037533803,2019,6374,26,1,2,15.688736,31.377472,407.90714
1400000US06037533804,6037533804,2019,4207,5,0,0,0,0,118.84953
1400000US06037533805,6037533805,2019,3514,10,3,1,85.372795,28.457598,284.57599
1400000US06037533806,6037533806,2019,2913,71,0,3,0,102.98661,2437.3499
1400000US06037533901,6037533901,2019,6320,12,1,0,15.822784,0,189.87341
1400000US06037533902,6037533902,2019,4049,30,3,2,74.092369,49.394913,740.92371
1400000US06037534001,6037534001,2019,5125,14,1,0,19.512196,0,273.17075
1400000US06037534002,6037534002,2019,4626,7,2,0,43.233894,0,151.31863
1400000US06037534101,6037534101,2019,2348,23,3,3,127.76831,127.76831,979.55707
1400000US06037534102,6037534102,2019,6219,23,4,1,64.319023,16.079756,369.83438
1400000US06037534201,6037534201,2019,4768,2,0,0,0,0,41.946308
1400000US06037534202,6037534202,2019,5748,19,7,1,121.78149,17.397356,330.54974
1400000US06037534203,6037534203,2019,3206,7,2,2,62.38303,62.38303,218.34061
1400000US06037534301,6037534301,2019,4315,7,0,1,0,23.174971,162.22479
1400000US06037534302,6037534302,2019,4422,13,2,1,45.228405,22.614202,293.98462
1400000US06037534403,6037534403,2019,2837,2,1,0,35.248501,0,70.497002
1400000US06037534404,6037534404,2019,3677,7,1,1,27.196083,27.196083,190.37259
1400000US06037534405,6037534405,2019,4351,9,2,0,45.966446,0,206.849
1400000US06037534406,6037534406,2019,5159,6,3,0,58.150803,0,116.30161
1400000US06037534501,6037534501,2019,5190,16,1,2,19.267822,38.535645,308.28516
1400000US06037534502,6037534502,2019,4606,19,1,0,21.710812,0,412.50543
1400000US06037534700,6037534700,2019,4468,4,0,0,0,0,89.525513
1400000US06037534802,6037534802,2019,3136,22,2,2,63.775509,63.775509,701.53064
1400000US06037534803,6037534803,2019,4589,29,3,7,65.373718,152.53868,631.94598
1400000US06037534804,6037534804,2019,3736,8,0,0,0,0,214.13277
1400000US06037534900,6037534900,2019,6319,46,4,5,63.301155,79.126442,727.96326
1400000US06037535001,6037535001,2019,4512,37,6,3,132.97873,66.489365,820.03546
1400000US06037535002,6037535002,2019,3648,23,1,4,27.412281,109.64912,630.48248
1400000US06037535101,6037535101,2019,7949,59,7,4,88.061394,50.320797,742.23175
1400000US06037535102,6037535102,2019,4621,30,4,3,86.561348,64.921013,649.21014
1400000US06037535200,6037535200,2019,6111,15,2,0,32.727867,0,245.45901
1400000US06037535300,6037535300,2019,6524,32,4,2,61.31208,30.65604,490.49664
1400000US06037535400,6037535400,2019,2869,32,2,4,69.710701,139.4214,1115.3712
1400000US06037535501,6037535501,2019,3898,20,1,2,25.654182,51.308365,513.08362
1400000US06037535502,6037535502,2019,5411,9,1,1,18.480873,18.480873,166.32785
1400000US06037535503,6037535503,2019,2240,5,0,1,0,44.642857,223.21428
1400000US06037535603,6037535603,2019,3998,22,1,3,25.012506,75.037521,550.27515
1400000US06037535604,6037535604,2019,4476,8,1,0,22.341375,0,178.731
1400000US06037535605,6037535605,2019,4440,11,0,3,0,67.567566,247.74774
1400000US06037535606,6037535606,2019,2007,3,1,1,49.825611,49.825611,149.47684
1400000US06037535607,6037535607,2019,4946,5,0,1,0,20.218359,101.09179
1400000US06037535701,6037535701,2019,5237,17,2,1,38.189804,19.094902,324.61334
1400000US06037535702,6037535702,2019,5638,29,0,1,0,17.736786,514.36682
1400000US06037535802,6037535802,2019,6593,26,5,5,75.838013,75.838013,394.35767
1400000US06037535803,6037535803,2019,4246,17,2,0,47.103157,0,400.37683
1400000US06037535804,6037535804,2019,5328,15,2,0,37.537537,0,281.53152
1400000US06037535901,6037535901,2019,5578,16,3,2,53.782719,35.855145,286.84116
1400000US06037535902,6037535902,2019,7209,23,4,0,55.486198,0,319.04562
1400000US06037536000,6037536000,2019,3701,20,2,1,54.039448,27.019724,540.39447
1400000US06037536102,6037536102,2019,3155,63,2,4,63.391441,126.78288,1996.8304
1400000US06037536103,6037536103,2019,5353,17,3,3,56.043339,56.043339,317.57892
1400000US06037536104,6037536104,2019,3898,67,7,7,179.57927,179.57927,1718.8302
1400000US06037536201,6037536201,2019,5128,29,1,0,19.50078,0,565.52264
1400000US06037536202,6037536202,2019,3035,53,5,2,164.74464,65.897858,1746.2932
1400000US06037540000,6037540000,2019,5650,75,5,4,88.495575,70.796463,1327.4336
1400000US06037540101,6037540101,2019,6732,13,1,2,14.854426,29.708853,193.10754
1400000US06037540102,6037540102,2019,6905,24,1,0,14.482259,0,347.57422
1400000US06037540201,6037540201,2019,2587,25,4,0,154.61925,0,966.3703
1400000US06037540202,6037540202,2019,7116,12,3,0,42.158516,0,168.63406
1400000US06037540203,6037540203,2019,5807,48,6,4,103.32358,68.882385,826.58862
1400000US06037540300,6037540300,2019,4728,41,2,3,42.301186,63.451778,867.17426
1400000US06037540400,6037540400,2019,2108,11,0,2,0,94.876663,521.82166
1400000US06037540501,6037540501,2019,6712,48,1,1,14.898689,14.898689,715.13708
1400000US06037540502,6037540502,2019,6159,9,2,0,32.472805,0,146.12762
1400000US06037540600,6037540600,2019,4981,26,2,0,40.15258,0,521.98352
1400000US06037540700,6037540700,2019,3230,96,8,4,247.67802,123.83901,2972.1362
1400000US06037540800,6037540800,2019,5287,22,3,1,56.742954,18.914318,416.11499
1400000US06037540901,6037540901,2019,4904,18,3,2,61.174553,40.783035,367.0473
1400000US06037540902,6037540902,2019,4707,62,1,2,21.244955,42.48991,1317.1871
1400000US06037541003,6037541003,2019,4462,103,6,2,134.46884,44.822948,2308.3818
1400000US06037541100,6037541100,2019,3251,34,5,1,153.79883,30.759766,1045.832
1400000US06037541200,6037541200,2019,6496,18,1,2,15.394089,30.788177,277.0936
1400000US06037541300,6037541300,2019,5500,19,0,0,0,0,345.45456
1400000US06037541401,6037541401,2019,4790,15,2,2,41.753654,41.753654,313.1524
1400000US06037541402,6037541402,2019,2896,6,0,1,0,34.530388,207.18233
1400000US06037541500,6037541500,2019,6529,35,6,5,91.89769,76.581406,536.06982
1400000US06037541603,6037541603,2019,3059,14,1,0,32.690422,0,457.66589
1400000US06037541604,6037541604,2019,5883,6,1,1,16.998131,16.998131,101.98878
1400000US06037541605,6037541605,2019,4829,10,2,0,41.416443,0,207.08221
1400000US06037541606,6037541606,2019,2348,3,1,2,42.589439,85.178879,127.76831
1400000US06037541700,6037541700,2019,6636,33,4,1,60.277275,15.069319,497.28754
1400000US06037541801,6037541801,2019,6180,9,0,0,0,0,145.63107
1400000US06037541802,6037541802,2019,5343,32,1,0,18.716078,0,598.91449
1400000US06037542000,6037542000,2019,4684,7,2,0,42.698547,0,149.44492
1400000US06037542103,6037542103,2019,3685,16,3,0,81.411125,0,434.19269
1400000US06037542104,6037542104,2019,3286,17,2,1,60.864273,30.432137,517.34631
1400000US06037542105,6037542105,2019,4781,3,0,0,0,0,62.748379
1400000US06037542106,6037542106,2019,3369,44,8,0,237.45918,0,1306.0255
1400000US06037542200,6037542200,2019,7155,49,4,2,55.904961,27.95248,684.83575
1400000US06037542401,6037542401,2019,4735,24,5,2,105.59662,42.238647,506.86377
1400000US06037542402,6037542402,2019,3350,11,2,0,59.701492,0,328.35822
1400000US06037542501,6037542501,2019,4891,7,1,2,20.445717,40.891434,143.12001
1400000US06037542502,6037542502,2019,5006,20,6,3,119.85617,59.928085,399.52057
1400000US06037542601,6037542601,2019,3281,5,1,0,30.478512,0,152.39256
1400000US06037542602,6037542602,2019,5923,14,1,0,16.883337,0,236.3667
1400000US06037542700,6037542700,2019,6129,15,1,1,16.315876,16.315876,244.73813
1400000US06037542800,6037542800,2019,3025,13,3,1,99.173553,33.05785,429.75208
1400000US06037542900,6037542900,2019,3254,5,0,1,0,30.731407,153.65704
1400000US06037543000,6037543000,2019,4531,22,0,1,0,22.070183,485.54404
1400000US06037543100,6037543100,2019,7233,40,2,2,27.651043,27.651043,553.02087
1400000US06037543201,6037543201,2019,3605,12,2,0,55.4785,0,332.871
1400000US06037543203,6037543203,2019,5803,68,3,2,51.697399,34.464931,1171.8077
1400000US06037543304,6037543304,2019,5872,1,0,0,0,0,17.029972
1400000US06037543305,6037543305,2019,3732,75,3,2,80.385849,53.590569,2009.6464
1400000US06037543306,6037543306,2019,6230,23,1,1,16.051365,16.051365,369.18137
1400000US06037543321,6037543321,2019,4746,27,3,1,63.211124,21.070375,568.90015
1400000US06037543322,6037543322,2019,7959,15,2,0,25.128784,0,188.46588
1400000US06037543400,6037543400,2019,3727,22,1,0,26.831232,0,590.28711
1400000US06037543501,6037543501,2019,7453,67,1,1,13.417416,13.417416,898.96686
1400000US06037543502,6037543502,2019,4213,37,0,2,0,47.472111,878.23401
1400000US06037543503,6037543503,2019,5695,53,2,5,35.118526,87.79631,930.64093
1400000US06037543601,6037543601,2019,3781,6,2,0,52.896061,0,158.68817
1400000US06037543603,6037543603,2019,4301,18,2,3,46.500813,69.751221,418.50732
1400000US06037543605,6037543605,2019,4623,34,3,2,64.892929,43.261951,735.45319
1400000US06037543606,6037543606,2019,3241,14,0,1,0,30.854675,431.96545
1400000US06037543607,6037543607,2019,2634,15,1,1,37.965073,37.965073,569.47607
1400000US06037543701,6037543701,2019,3057,6,1,0,32.711807,0,196.27086
1400000US06037543703,6037543703,2019,3370,3,0,1,0,29.67359,89.020775
1400000US06037543704,6037543704,2019,3377,5,0,0,0,0,148.06041
1400000US06037543705,6037543705,2019,3260,6,2,0,61.349693,0,184.04907
1400000US06037543801,6037543801,2019,5156,41,2,1,38.789761,19.39488,795.19006
1400000US06037543803,6037543803,2019,3610,13,3,3,83.102493,83.102493,360.11081
1400000US06037543804,6037543804,2019,2868,5,1,0,34.867504,0,174.33752
1400000US06037543903,6037543903,2019,3740,34,0,0,0,0,909.09088
1400000US06037543905,6037543905,2019,4636,13,1,0,21.57032,0,280.41415
1400000US06037544001,6037544001,2019,3752,4,0,0,0,0,106.60981
1400000US06037544002,6037544002,2019,4155,32,0,3,0,72.202164,770.15643
1400000US06037550101,6037550101,2019,3192,7,0,0,0,0,219.29825
1400000US06037550201,6037550201,2019,2673,11,1,0,37.411148,0,411.52264
1400000US06037550202,6037550202,2019,5689,21,1,1,17.577782,17.577782,369.13342
1400000US06037550301,6037550301,2019,5512,95,1,5,18.142235,90.711174,1723.5123
1400000US06037550501,6037550501,2019,2777,21,0,0,0,0,756.21173
1400000US06037550502,6037550502,2019,5533,68,1,0,18.073378,0,1228.9897
1400000US06037550601,6037550601,2019,5960,40,1,1,16.778524,16.778524,671.14093
1400000US06037550602,6037550602,2019,4328,52,4,3,92.42144,69.316078,1201.4788
1400000US06037550700,6037550700,2019,6103,28,3,1,49.156151,16.385384,458.79077
1400000US06037550801,6037550801,2019,4046,24,0,2,0,49.431538,593.17847
1400000US06037550802,6037550802,2019,3350,1,0,0,0,0,29.850746
1400000US06037550901,6037550901,2019,4141,38,3,1,72.446266,24.148756,917.65277
1400000US06037550902,6037550902,2019,5803,19,1,0,17.232466,0,327.41684
1400000US06037551001,6037551001,2019,4276,17,1,1,23.386343,23.386343,397.56781
1400000US06037551002,6037551002,2019,2887,6,1,0,34.638031,0,207.8282
1400000US06037551101,6037551101,2019,3964,14,3,0,75.681129,0,353.17862
1400000US06037551102,6037551102,2019,5427,64,3,4,55.27916,73.705544,1179.2887
1400000US06037551201,6037551201,2019,3272,26,0,1,0,30.562347,794.62103
1400000US06037551203,6037551203,2019,4045,30,6,0,148.33127,0,741.65637
1400000US06037551204,6037551204,2019,3795,12,0,0,0,0,316.20554
1400000US06037551300,6037551300,2019,5449,66,6,3,110.11195,55.055973,1211.2314
1400000US06037551401,6037551401,2019,4534,20,2,0,44.11116,0,441.1116
1400000US06037551402,6037551402,2019,4667,33,2,1,42.85408,21.42704,707.09235
1400000US06037551501,6037551501,2019,4644,10,0,0,0,0,215.3316
1400000US06037551502,6037551502,2019,4898,6,0,1,0,20.416496,122.49898
1400000US06037551700,6037551700,2019,6262,26,1,2,15.969338,31.938677,415.20282
1400000US06037551801,6037551801,2019,3721,55,2,1,53.748993,26.874496,1478.0973
1400000US06037551802,6037551802,2019,3546,52,0,0,0,0,1466.441
1400000US06037551900,6037551900,2019,5192,65,5,1,96.302002,19.260401,1251.926
1400000US06037552001,6037552001,2019,4188,7,0,1,0,23.877747,167.14423
1400000US06037552002,6037552002,2019,3409,6,0,1,0,29.334116,176.0047
1400000US06037552100,6037552100,2019,6624,15,3,2,45.289856,30.193237,226.44928
1400000US06037552200,6037552200,2019,5679,53,0,3,0,52.826202,933.26288
1400000US06037552301,6037552301,2019,4482,13,1,0,22.311468,0,290.04907
1400000US06037552302,6037552302,2019,4107,4,0,0,0,0,97.394691
1400000US06037552400,6037552400,2019,2411,27,0,0,0,0,1119.8673
1400000US06037552601,6037552601,2019,5260,8,0,2,0,38.022812,152.09125
1400000US06037552602,6037552602,2019,4416,15,0,0,0,0,339.67392
1400000US06037552700,6037552700,2019,6819,17,2,0,29.329813,0,249.30342
1400000US06037552800,6037552800,2019,6198,23,1,5,16.134237,80.671181,371.08743
1400000US06037552900,6037552900,2019,7156,15,1,0,13.974287,0,209.6143
1400000US06037553000,6037553000,2019,5031,68,4,2,79.507057,39.753529,1351.62
1400000US06037553100,6037553100,2019,6749,39,5,5,74.085052,74.085052,577.8634
1400000US06037553201,6037553201,2019,4119,22,2,3,48.555473,72.833214,534.11023
1400000US06037553202,6037553202,2019,3505,3,0,2,0,57.06134,85.59201
1400000US06037553300,6037553300,2019,3214,6,2,1,62.227753,31.113876,186.68326
1400000US06037553400,6037553400,2019,3495,13,3,1,85.836906,28.612303,371.95993
1400000US06037553502,6037553502,2019,4066,22,4,1,98.376785,24.594196,541.07233
1400000US06037553503,6037553503,2019,2906,16,0,0,0,0,550.58502
1400000US06037553504,6037553504,2019,5358,8,0,0,0,0,149.30945
1400000US06037553601,6037553601,2019,5223,29,0,1,0,19.146084,555.23645
1400000US06037553602,6037553602,2019,4752,21,1,2,21.043772,42.087543,441.91919
1400000US06037553701,6037553701,2019,3981,18,0,0,0,0,452.14771
1400000US06037553702,6037553702,2019,5061,16,2,1,39.517883,19.758942,316.14307
1400000US06037553801,6037553801,2019,4954,25,6,3,121.11425,60.557125,504.6427
1400000US06037553802,6037553802,2019,6838,27,2,2,29.248318,29.248318,394.85229
1400000US06037553901,6037553901,2019,6773,24,3,2,44.293518,29.529013,354.34814
1400000US06037553902,6037553902,2019,5410,29,6,2,110.90573,36.968578,536.04437
1400000US06037554001,6037554001,2019,3756,13,1,3,26.624067,79.872208,346.11288
1400000US06037554002,6037554002,2019,5856,19,2,0,34.153004,0,324.45355
1400000US06037554101,6037554101,2019,3548,10,3,0,84.55468,0,281.84894
1400000US06037554105,6037554105,2019,4478,7,0,2,0,44.662796,156.31978
1400000US06037554106,6037554106,2019,3810,9,0,0,0,0,236.22047
1400000US06037554201,6037554201,2019,4356,13,3,1,68.870522,22.956841,298.43893
1400000US06037554203,6037554203,2019,3730,12,0,0,0,0,321.71582
1400000US06037554204,6037554204,2019,4313,13,0,0,0,0,301.41434
1400000US06037554301,6037554301,2019,3499,12,1,0,28.579594,0,342.95514
1400000US06037554302,6037554302,2019,4392,18,1,0,22.768671,0,409.83606
1400000US06037554403,6037554403,2019,5825,43,4,1,68.669525,17.167381,738.19745
1400000US06037554404,6037554404,2019,4202,40,1,1,23.798191,23.798191,951.92767
1400000US06037554405,6037554405,2019,3015,50,3,1,99.502487,33.167496,1658.3748
1400000US06037554406,6037554406,2019,4766,40,2,3,41.963909,62.945866,839.2782
1400000US06037554511,6037554511,2019,4138,9,0,0,0,0,217.49637
1400000US06037554512,6037554512,2019,6455,53,2,3,30.983734,46.475601,821.06891
1400000US06037554513,6037554513,2019,2758,3,1,0,36.25816,0,108.77448
1400000US06037554514,6037554514,2019,4700,62,0,0,0,0,1319.1489
1400000US06037554515,6037554515,2019,3793,5,0,0,0,0,131.82178
1400000US06037554516,6037554516,2019,3885,6,1,0,25.740026,0,154.44016
1400000US06037554517,6037554517,2019,4510,15,0,0,0,0,332.59424
1400000US06037554518,6037554518,2019,5509,23,0,3,0,54.456345,417.49863
1400000US06037554519,6037554519,2019,3495,4,0,0,0,0,114.44921
1400000US06037554521,6037554521,2019,5947,154,3,3,50.445602,50.445602,2589.541
1400000US06037554522,6037554522,2019,4944,31,0,2,0,40.453075,627.02264
1400000US06037554600,6037554600,2019,4160,6,2,0,48.076923,0,144.23077
1400000US06037554700,6037554700,2019,4328,6,1,0,23.10536,0,138.63216
